Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Limestone Silver Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Silver Ore
appliedenergistics2:facade:0, Cable Facade - Shale Silver Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Silver Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Silver Ore
appliedenergistics2:facade:0, Cable Facade - Chert Silver Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Marble Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Shale Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Chert Red Garnet Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Marble Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Shale Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Chert Soapstone Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Marble Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Shale Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Chert Pyrope Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Shale Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Chert Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Iron Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Iron Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Iron Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Marble Iron Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Iron Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Iron Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Iron Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Iron Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Iron Ore
appliedenergistics2:facade:0, Cable Facade - Shale Iron Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Iron Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Iron Ore
appliedenergistics2:facade:0, Cable Facade - Chert Iron Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Shale Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Chert Powellite Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Talc Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Talc Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Talc Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Talc Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Talc Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Talc Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Talc Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Talc Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Talc Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Talc Ore
appliedenergistics2:facade:0, Cable Facade - Marble Talc Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Talc Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Talc Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Talc Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Talc Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Talc Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Talc Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Talc Ore
appliedenergistics2:facade:0, Cable Facade - Shale Talc Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Talc Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Talc Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Talc Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Talc Ore
appliedenergistics2:facade:0, Cable Facade - Chert Talc Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Shale Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Chert Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Marble Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Shale Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Chert Blue Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Marble Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Shale Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Poor Tin Ore
appliedenergistics2:facade:0, Cable Facade - Chert Poor Tin Ore
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
